EID,Authors,Affiliations,Title,Year,country,qs_rank_2024,repec_rank,Author_Position,university
2-s2.0-105001460368,"Simone, R.","Università degli Studi di Napoli Federico II, Naples, NA, Italy",On the effect of pension expectations and financial literacy on pension planning: A preliminary investigation for the Italian population,2024,Italy,335,,1,Università degli Studi di Napoli Federico II
2-s2.0-85201624899,"Sarigül, H.","İstanbul Esenyurt Üniversitesi, Istanbul, Turkey",Financial Literacy Gender Gap: A Meta-Analysis; Finansal Okuryazarlıkta Cinsiyet Eşitsizliği: Bir Meta Analiz Çalışması,2024,Turkey,1201-1400,,1,İstanbul Esenyurt Üniversitesi
2-s2.0-85198913395,"Zhang, J.","School of Economics, Chongqing Technology and Business University, Chongqing, China","Digital technology access, labor market behavior, and income inequality in rural China",2024,China,,,1,Chongqing Technology and Business University
2-s2.0-85198913395,"Li, M.","School of Economics, Nankai University, Tianjin, China","Digital technology access, labor market behavior, and income inequality in rural China",2024,China,,,2,Nankai University
2-s2.0-85198162380,"Susan, E.B.","College of Management, Shenzhen University, Shenzhen, Guangdong, China",Examining the nexus between governance and financial inclusion in the Nordic-Baltic region: Bank stability as a moderator,2024,China,,,1,Shenzhen University
2-s2.0-85198162380,"Matilda, A.B.","Department of Economics and Management, University of Buea, Buea, South-West Region, Cameroon",Examining the nexus between governance and financial inclusion in the Nordic-Baltic region: Bank stability as a moderator,2024,Cameroon,,,2,University of Buea
2-s2.0-85198162380,"Natu, M.M.","Department of Sociology and Anthropology, University of Buea, Buea, South-West Region, Cameroon",Examining the nexus between governance and financial inclusion in the Nordic-Baltic region: Bank stability as a moderator,2024,Cameroon,,,3,University of Buea
2-s2.0-85198144725,"Zhang, X.","School of Economics and Management, Liaoning University of Technology, Jinzhou, Liaoning, China","Investor characteristics, intention toward socially responsible investment (SRI), and SRI behavior in Chinese stock market: The moderating role of risk propensity",2024,China,,341,1,Liaoning University of Technology
2-s2.0-85198144725,"Huang, C.-H.","SolBridge International School of Business, Daejeon, South Korea","Investor characteristics, intention toward socially responsible investment (SRI), and SRI behavior in Chinese stock market: The moderating role of risk propensity",2024,South Korea,,,2,SolBridge International School of Business
2-s2.0-85186209170,"Blanco-Jiménez, M.","Facultad de Contaduría Pública y Administración, Universidad Autónoma de Nuevo León, San Nicolas de los Garza, NLE, Mexico",Social entrepreneurship in young students promoted by Latin American universities,2024,Mexico,1001-1200,,1,Universidad Autónoma de Nuevo León
2-s2.0-85186209170,"Víquez-Paniagua, A.G.","Instituto Tecnológico de Costa Rica, Cartago, Cartago, Costa Rica",Social entrepreneurship in young students promoted by Latin American universities,2024,Costa Rica,951-1000,,2,Instituto Tecnológico de Costa Rica
2-s2.0-85186209170,"Vásquez-Treviño, D.M.","Carrera de Administración de Empresas, Universidad Católica de Cuenca, Cuenca, Azuay, Ecuador",Social entrepreneurship in young students promoted by Latin American universities,2024,Ecuador,1401+,,3,Universidad Católica de Cuenca
2-s2.0-85202781328,"Atiku, S.O.","Namibia University of Science and Technology, Windhoek, Namibia","Sustainable development in industry and society 5.0: Governance, management, and financial implications",2024,Namibia,,,1,Namibia University of Science and Technology
2-s2.0-85202781328,"Jeremiah, A.","Walter Sisulu University, Eastern Cape, South Africa","Sustainable development in industry and society 5.0: Governance, management, and financial implications",2024,South Africa,851-900,,2,Walter Sisulu University
2-s2.0-85202781328,"Semente, E.","University Mining and Technology, Ghana","Sustainable development in industry and society 5.0: Governance, management, and financial implications",2024,Ghana,951-1000,,3,University Mining and Technology
2-s2.0-85198901174,"Li, R.","School of Management and Economics of UESTC, Chengdu, Sichuan, China",Digital literacy and household financial asset allocation; 数字素养与家庭金融资产配置,2024,China,,,1,UESTC
2-s2.0-85200673014,"Jackson, L.A.","Florida State University, Tallahassee, FL, United States","Campus Support Program Service Use by Students Who Experienced Foster Care, Relative Care, or Homelessness",2024,United States,=461,,1,Florida State University
2-s2.0-85200673014,"Schelbe, L.","University of Illinois at Chicago, Chicago, IL, United States","Campus Support Program Service Use by Students Who Experienced Foster Care, Relative Care, or Homelessness",2024,United States,11,,2,University of Illinois at Chicago
2-s2.0-85200673014,"Geiger, J.M.","University of Central Florida, Orlando, FL, United States","Campus Support Program Service Use by Students Who Experienced Foster Care, Relative Care, or Homelessness",2024,United States,168,,3,University of Central Florida
2-s2.0-85200022263,"Nagarajan, S.","University of Delhi, New Delhi, India",Life insurance industry in India: The inside story,2024,India,=407,,1,University of Delhi
2-s2.0-85200018373,"Vasishta, P.","Punjab Engineering College, India",Social predictors of money management behaviour among emerging adults,2024,India,,,1,Punjab Engineering College
2-s2.0-85200901553,"Xin, Z.","Department of Psychology, Renmin University of China, Beijing, China",The relationship between financial literacy and financial well-being: Insights from the triarchic theory,2024,China,,,1,Renmin University of China
2-s2.0-85159647498,"Muchemwa, M.","Demography and Population Studies Programme, University of the Witwatersrand, Johannesburg, Johannesburg, Gauteng, South Africa",Investigating the self-employed: the South African perspective,2024,South Africa,=264,,1,University of the Witwatersrand
2-s2.0-85191778121,"Song, X.","School of Business, Beijing Language and Culture University, Beijing, China","Creating financial inclusion in “Belt and Road” countries in Europe, Asia and Africa: regulation, technology and financial literacy",2024,China,,,1,Beijing Language and Culture University
2-s2.0-85200526757,"Anderloni, L.","Università degli Studi di Milano, Milan, MI, Italy",Financial literacy and digital literacy: Intertwined issues of increasing importance,2024,Italy,=276,258,1,Università degli Studi di Milano
2-s2.0-85200526757,"Moro, O.","Università degli Studi di Sassari, Sassari, SS, Italy",Financial literacy and digital literacy: Intertwined issues of increasing importance,2024,Italy,=469,,2,Università degli Studi di Sassari
2-s2.0-85201136542,"Perrin, D.","ZHAW Zurich University of Applied Sciences, Winterthur, ZH, Switzerland",Public storytelling in finance: The societal practice of having narratives emerge,2024,Switzerland,=91,,1,ZHAW Zurich University of Applied Sciences
2-s2.0-85199825517,"Ghosh, R.","Institute of Management Study, Maulana Abul Kalam Azad University of Technology, West Bengal, Haringhata, WB, India",The determinants of customer's adoption of e-services of the banking sector in the age of tech 4.0,2024,India,=407,,1,Maulana Abul Kalam Azad University of Technology
2-s2.0-85196627751,"Khan, M.S.","College of Economics and Business Administration, University of Technology and Applied Sciences Salalah, Salalah, Dhofar, Oman",Do we really need financial literacy to access the behavioral dynamics of generation Z? A case of Oman,2024,Oman,,,1,University of Technology and Applied Sciences Salalah
2-s2.0-85196627751,"Azad, I.","Faculty Department of Business Administration, Aligarh, India",Do we really need financial literacy to access the behavioral dynamics of generation Z? A case of Oman,2024,India,,Top 10%,2,Aligarh Muslim University
2-s2.0-85196483058,"Abu Assab, M.","Department of Clinical Pharmacy, Zarqa University, Zarqa, Zarqa, Jordan",Assessing pharmacists' awareness of financial indicators in community pharmacy management: A cross-sectional study,2024,Jordan,=498,,1,Zarqa University
2-s2.0-85196483058,"Hasan, H.E.","Department of Pharmaceutical Chemistry, Mutah University, Karak, Karak, Jordan",Assessing pharmacists' awareness of financial indicators in community pharmacy management: A cross-sectional study,2024,Jordan,1001-1200,,2,Mutah University
2-s2.0-85196483058,"Alhamad, H.","Biopharmaceutics and Clinical Pharmacy Department, Al-Ahliyya Amman University, Amman, Jordan",Assessing pharmacists' awareness of financial indicators in community pharmacy management: A cross-sectional study,2024,Jordan,801-850,,3,Al-Ahliyya Amman University
2-s2.0-85200597639,"Ding, W.","JPMorgan Chase & Co., Palo Alto, CA, United States",JPEC: A Novel Graph Neural Network for Competitor Retrieval in Financial Knowledge Graphs,2024,United States,,,1,NA
2-s2.0-85200597639,"Cherukumalli, M.","JPMorgan Chase & Co., Jersey City, NJ, United States",JPEC: A Novel Graph Neural Network for Competitor Retrieval in Financial Knowledge Graphs,2024,United States,,,2,NA
2-s2.0-85198910233,"Adewumi, S.A.","University of Zululand, Ulundi, KwaZulu-Natal, South Africa",Level of Financial Literacy Skills and Managerial Decision Implication among University Managers,2024,South Africa,621-630,,1,University of Zululand
2-s2.0-85193977254,"Mandal, S.","Amrita School of Business, Coimbatore, TN, India",Modelling enablers of business continuity for casual dining restaurants in post-COVID-19 era: an ISM and MICMAC perspective,2024,India,,,1,Amrita
2-s2.0-85193977254,"Dubey, R.K.","Department of Accounting and Finance, Xavier Institute of Management, Harirajpur, OR, India",Modelling enablers of business continuity for casual dining restaurants in post-COVID-19 era: an ISM and MICMAC perspective,2024,India,,,2,Xavier Institute of Management
2-s2.0-85193977254,"Basu, B.","Department of Information Systems, Xavier Institute of Management, Harirajpur, OR, India",Modelling enablers of business continuity for casual dining restaurants in post-COVID-19 era: an ISM and MICMAC perspective,2024,India,,,3,Xavier Institute of Management
2-s2.0-85193977254,"Raman, R.","Amrita School of Business, Coimbatore, TN, India",Modelling enablers of business continuity for casual dining restaurants in post-COVID-19 era: an ISM and MICMAC perspective,2024,India,,,4,Amrita
2-s2.0-85192844587,"Khattak, M.S.","Department of Business and Management Sciences, University of Lakki Marwat, Lakki Marwat, Pakistan",The role of managerial competencies in managing resources for sustainable development strategy in SMEs,2024,Pakistan,1001-1200,,1,University of Lakki Marwat
2-s2.0-85192844587,"Wu, Q.","Faculty of Business, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong",The role of managerial competencies in managing resources for sustainable development strategy in SMEs,2024,Hong Kong,,,2,The Hong Kong Polytechnic University
2-s2.0-85192844587,"Ahmad, M.","Department of Business and Management Sciences, University of Lakki Marwat, Laaki Marwat, Pakistan",The role of managerial competencies in managing resources for sustainable development strategy in SMEs,2024,Pakistan,1001-1200,,3,University of Lakki Marwat
2-s2.0-85201819617,"Fronda, J.G.","College of Management and Business Technology, Nueva Ecija University of Science and Technology (NEUST), Cabanatuan, Central Luzon, Philippines",Empowering Nueva Ecija’s Farmers through Microfinancing: A Blueprint for Enhancing Financial Literacy and Agricultural Resilience,2024,Philippines,=404,,1,NEUST
2-s2.0-85199667446,"Basar, S.A.","Faculty of Business and Accountancy, Universiti Selangor, Shah Alam, Selangor, Malaysia",I-FinTech Adoption Mediation on the Financial Literacy Elements and Sustainable Entrepreneurship among Bumiputera MSMEs in Malaysia,2024,Malaysia,781-790,,1,Universiti Selangor
2-s2.0-85199667446,"Ibrahim, N.A.","Faculty of Accountancy, Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia",I-FinTech Adoption Mediation on the Financial Literacy Elements and Sustainable Entrepreneurship among Bumiputera MSMEs in Malaysia,2024,Malaysia,188,,2,Universiti Teknologi MARA
2-s2.0-85199140509,"Munodawafa, T.","School of Management, University of KwaZulu-Natal, Durban, KwaZulu-Natal, South Africa",Assuring the Sustainability and Growth of Small and Medium-sized Manufacturing Enterprises in Botswana: An Exploratory Study,2024,South Africa,621-630,,1,University of KwaZulu-Natal
2-s2.0-85199140509,"Naude, M.","Graduate School of Business and Leadership, University of KwaZulu-Natal, Durban, KwaZulu-Natal, South Africa",Assuring the Sustainability and Growth of Small and Medium-sized Manufacturing Enterprises in Botswana: An Exploratory Study,2024,South Africa,621-630,,2,University of KwaZulu-Natal
2-s2.0-85199005944,"Chowdhury, N.T.","Department of Finance, Universiti Malaya, Kuala Lumpur, Malaysia",Beyond Intuition: The Role of Financial Knowledge in Navigating Investments in Emerging Markets,2024,Malaysia,=65,,1,Universiti Malaya
2-s2.0-85199005944,"Mahdzan, N.S.","Department of Economics and Finance, College of Business Administration, Sharjah, United Arab Emirates",Beyond Intuition: The Role of Financial Knowledge in Navigating Investments in Emerging Markets,2024,United Arab Emirates,290,,2,Sharjah University of Science and Technology (assuming the College of Business Administration is part of this university) or NA (if it's not possible to identify the specific university from the provided affiliation)
2-s2.0-85198912603,"Chabaefe, N.N.","University of Zambia, Lusaka, Zambia","Financial Literacy, Financial Education and Financial Experience: Conceptual Framework",2024,Zambia,,,1,University of Zambia
2-s2.0-85198912603,"Qutieshat, A.","ODC, Oman","Financial Literacy, Financial Education and Financial Experience: Conceptual Framework",2024,Oman,,,2,Oman University of Technology and Applied Sciences (OUTAT) or Oman Medical Specialty Board (if these are affiliations rather than locations) or NA (if neither is a university)
2-s2.0-85198083221,"Petrosyan, H.","National University of Architecture and Construction of Armenia, Yerevan, Armenia",The creation of quasigeoid model by local method in the territory of the Republic of Armenia,2024,Armenia,1001-1200,,1,National University of Architecture and Construction of Armenia
2-s2.0-85182428256,"Bai, Z.","Information and Technology Management Department, The University of Tampa, Tampa, FL, United States",Examining the association between robo-advisory and perceived financial satisfaction,2024,United States,=441,,1,The University of Tampa
2-s2.0-85182236177,"Sebastião, H.","Centre for Business and Economics Research (CeBER), Coimbra, Portugal",Financial literacy bias: a comparison between students and nonstudents,2024,Portugal,,Top 7%,1,Coimbra University (assuming 'Coimbra' refers to the city of the university)
2-s2.0-85176932288,"Wang, S.","Department of Accounting, Angelo State University, San Angelo, TX, United States","Risk preference, payday loans and other alternative financial services",2024,United States,1001-1200,,1,Angelo State University
2-s2.0-85209935777,"Sendhil, R.","Pondicherry University, Puducherry, PY, India","Determinants of Marketing Channel for Tomato, Onion, and Potato (TOP) Producers in India: Evidence from the Large-Scale Household Survey",2024,India,1201-1400,,1,Pondicherry University
2-s2.0-85209935777,"Kanwal, V.","Punjab Agricultural University, Ludhiana, PB, India","Determinants of Marketing Channel for Tomato, Onion, and Potato (TOP) Producers in India: Evidence from the Large-Scale Household Survey",2024,India,427,,2,Punjab Agricultural University
2-s2.0-85207515503,"Agnes Pravina, X.A.","Faculty of Management Studies, Noorul Islam University, Kanyakumari, TN, India",Financial Inclusiveness and Literacy Awareness of Fisherfolk in Kanyakumari District: An Empirical Study,2024,India,427,,1,Noorul Islam University
2-s2.0-85207515503,"Radhika, R.","Department of Mechanical Engineering, Noorul Islam University, Kanyakumari, TN, India",Financial Inclusiveness and Literacy Awareness of Fisherfolk in Kanyakumari District: An Empirical Study,2024,India,427,,2,Noorul Islam University
2-s2.0-85206545184,"Larionov, A.V.","Center for Demographical Studies, Vishnevsky Institute of Demography, Russian Federation",CREDIT BEHAVIOR OF RUSSIAN CITIZENS DURING THE COVID-19 PANDEMIC; КРЕДИТНОЕ ПОВЕДЕНИЕ ГРАЖДАН РОССИИ В ПЕРИОД ПАНДЕМИИ COVID-19,2024,Russian Federation,,,1,Vishnevsky Institute of Demography
2-s2.0-85205305810,"Xu, G.","Shandong University of Finance and Economics, Jinan, Shandong, China",Digital Financial Literacy and Rural Income Inequality,2024,China,=360,,1,Shandong University of Finance and Economics
2-s2.0-85204384871,"Belyaev, D.A.","Department of Philosophy, Lipetsk State Pedagogical University, Lipetsk, Lipetsk Oblast, Russian Federation",Digital game-based learning: economic principles and systems in the context of multimodal mediarhetoric of videogame cybertexts; Digital Game-Based Learning: экономические принципы и системы в контексте мультимодальной медиариторики видеоигровых кибертекстов,2024,Russian Federation,,,1,Lipetsk State Pedagogical University
2-s2.0-85203703432,"Hermansyah, A.K.","Universitas Musamus Merauke, Merauke, Papua, Indonesia",Implementation of financial literacy in elementary school: Study in Indonesia,2024,Indonesia,=237,,1,Universitas Musamus Merauke
2-s2.0-85203703432,"Wangid, M.N.","Universitas Negeri Yogyakarta, Yogyakarta, Yogyakarta, Indonesia",Implementation of financial literacy in elementary school: Study in Indonesia,2024,Indonesia,=237,,2,Universitas Negeri Yogyakarta
2-s2.0-85203505602,"Muñoz-Céspedes, E.","Departamento de Economía Aplicada I e Historia e Instituciones Económicas, Universidad Rey Juan Carlos, Madrid, Madrid, Spain",History of education in finance based on statistical techniques in scientometrics,2024,Spain,951-1000,,1,Universidad Rey Juan Carlos
2-s2.0-85202702400,"Tan, X.","Xihua University, Chengdu, Sichuan, China","Chinese College Student Financial Literacy: Knowledge, Attitude, and Behavior",2024,China,,,1,Xihua University
2-s2.0-85202702400,"Hu, Z.","Sichuan University, Chengdu, Sichuan, China","Chinese College Student Financial Literacy: Knowledge, Attitude, and Behavior",2024,China,=355,,2,Sichuan University
2-s2.0-85202571242,"Pearson, B.","Department of Economics and Finance, Coastal Carolina University, Conway, SC, United States",Knowing the “don’t knows” to financial literacy questions in the u.S. national financial capability study,2024,United States,=575,,1,Coastal Carolina University
2-s2.0-85202571242,"Korankye, T.","The University of Arizona, Tucson, AZ, United States",Knowing the “don’t knows” to financial literacy questions in the u.S. national financial capability study,2024,United States,=285,,2,The University of Arizona
2-s2.0-85202571242,"Liu, Y.","Department of Accounting and Finance, St. John Fisher University, Rochester, NY, United States",Knowing the “don’t knows” to financial literacy questions in the u.S. national financial capability study,2024,United States,224,,3,St. John Fisher University
2-s2.0-85202571242,"Qing, D.","College of Human Sciences, Auburn University, Auburn, AL, United States",Knowing the “don’t knows” to financial literacy questions in the u.S. national financial capability study,2024,United States,801-850,,4,Auburn University
2-s2.0-85201720112,"Ongolea, V.","The University of Auckland Business School, Auckland, AUK, New Zealand",BALANCING ANGA FAKA-​TONGA (THE TONGAN WAY OF LIFE) WITH FINANCIAL WELL-​BEING,2024,New Zealand,68,363,1,The University of Auckland
2-s2.0-85201112810,"Lin, Z.","Key Research Institute of Humanities and Social Sciences for Universities, Beijing Normal University, Beijing, China","From ""Competitive Saving"" to ""Competitive Investment"": Revisiting the Impact of Gender Imbalance on Chinese Households7 Financial Decision; 从“竞争性储蓄”到“竞争性投资”: 再论性别失衡对中国家庭金融决策的影响",2024,China,,,1,Beijing Normal University
2-s2.0-85201112810,"Liao, W.","Pingxiang Transportation Bureau, Pingxiang, China","From ""Competitive Saving"" to ""Competitive Investment"": Revisiting the Impact of Gender Imbalance on Chinese Households7 Financial Decision; 从“竞争性储蓄”到“竞争性投资”: 再论性别失衡对中国家庭金融决策的影响",2024,China,,,2,NA
2-s2.0-85200381868,"White, K.","The University of Arizona, Tucson, AZ, United States",Financial Education and Financial Anxiety: Do Quality and Quantity Differ?,2024,United States,=285,,1,The University of Arizona
2-s2.0-85200381868,"Olajide, O.","School of Financial Planning, Texas Tech University, Lubbock, TX, United States",Financial Education and Financial Anxiety: Do Quality and Quantity Differ?,2024,United States,801-850,,2,Texas Tech University
2-s2.0-85200381868,"Watkins, K.","Department of Financial Planning, University of Georgia, Athens, GA, United States",Financial Education and Financial Anxiety: Do Quality and Quantity Differ?,2024,United States,=514,,3,University of Georgia
2-s2.0-85200381868,"Reiter, M.","Financial Resource Management & Workforce Development, Auburn University, Auburn, AL, United States",Financial Education and Financial Anxiety: Do Quality and Quantity Differ?,2024,United States,801-850,,4,Auburn University
2-s2.0-85200381868,"Johnson, P.","Department of Personal Financial Planning, Kansas State University, Manhattan, KS, United States",Financial Education and Financial Anxiety: Do Quality and Quantity Differ?,2024,United States,851-900,,5,Kansas State University
2-s2.0-85199643760,"Mawad, J.L.","Department of Finance, Holy Spirit University of Kaslik (USEK), Jounieh, Mount Lebanon, Lebanon",Entrepreneurial Intentions in the Absence of Banking Services: The Case of the Lebanese in Crises,2024,Lebanon,661-670,,1,USEK
2-s2.0-85199186530,"Gallo, G.","Università degli Studi di Modena e Reggio Emilia, Modena, MO, Italy",Could financial education be a universal social policy? A simulation of potential influences on inequality levels,2024,Italy,641-650,Top 6%,1,Università degli Studi di Modena e Reggio Emilia
2-s2.0-85199186530,"Sconti, A.","Università Bocconi, Milan, Italy",Could financial education be a universal social policy? A simulation of potential influences on inequality levels,2024,Italy,=276,,2,Università Bocconi
2-s2.0-85197809260,"Arshad, A.","COMSATS University Islamabad, Vehari campus, Vehari, Punjab, Pakistan",Exploring the mediating role of financial inclusion in the relationship between economic policy uncertainty and CO2 emissions: A global perspective,2024,Pakistan,651-660,,1,COMSATS University Islamabad
2-s2.0-85197809260,"Gulzar, O.","UE Business School, University of Education, Lahore, Punjab, Pakistan",Exploring the mediating role of financial inclusion in the relationship between economic policy uncertainty and CO2 emissions: A global perspective,2024,Pakistan,741-750,,2,UE University of Education Lahore
2-s2.0-85197266289,"Teslenko, I.B.","Vladimir State University, Vladimir, Vladimir Oblast, Russian Federation",DIGITAL FINANCIAL LITERACY AS A CONDITION FOR THE POPULATION TO ADAPT TO DIGITAL TRANSFORMATION,2024,Russian Federation,,,1,Vladimir State University
2-s2.0-85196081948,"Zin, N.M.","Faculty of Accountancy, Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia",Understanding the Vulnerabilities Contributing to Investor Victimization in Scams,2024,Malaysia,188,,1,Universiti Teknologi MARA
2-s2.0-85196081948,"Muda, S.","Faculty of Law, Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia",Understanding the Vulnerabilities Contributing to Investor Victimization in Scams,2024,Malaysia,188,,2,Universiti Teknologi MARA
2-s2.0-85196081948,"Kasim, E.S.","Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia",Understanding the Vulnerabilities Contributing to Investor Victimization in Scams,2024,Malaysia,188,,3,Universiti Teknologi MARA
2-s2.0-85196081948,"Ismail, N.","Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia",Understanding the Vulnerabilities Contributing to Investor Victimization in Scams,2024,Malaysia,188,,4,Universiti Teknologi MARA
2-s2.0-85194361316,"Happ, R.","Universität Leipzig, Leipzig, Sachsen, Germany",Financial Literacy of University Students in Ukraine – Challenges and Opportunities of the Adaptation of the U.S. Test of Financial Literacy,2024,Germany,479,,1,Universität Leipzig
2-s2.0-85194361316,"Kabanets, M.","Doneckij Nacionalnij Tehnicnij Universitet, Pokrovsk, Donetsk Region, Ukraine",Financial Literacy of University Students in Ukraine – Challenges and Opportunities of the Adaptation of the U.S. Test of Financial Literacy,2024,Ukraine,,,2,Doneckij Nacionalnij Tehnicnij Universitet
2-s2.0-85194153642,"Nalmpanti, A.D.","School of Business and Law, Frederick University, Nicosia, Cyprus",Collaborating for innovation: The inhibiting role of constraints,2024,Cyprus,368,,1,Frederick University
2-s2.0-85194153642,"Wong, C.Y.","Leeds University Business School, Leeds, West Yorkshire, United Kingdom",Collaborating for innovation: The inhibiting role of constraints,2024,United Kingdom,75,,2,Leeds University
2-s2.0-85194153642,"Oghazi, P.","School of Social Sciences, Södertörn University, Huddinge, Stockholms, Sweden",Collaborating for innovation: The inhibiting role of constraints,2024,Sweden,=85,,3,Södertörn University
2-s2.0-85193996019,"Mahmood, F.","Lyallpur Business School, Government College University Faisalabad, Faisalabad, Pakistan",Impact of behavioral biases on investment decisions and the moderation effect of financial literacy; an evidence of Pakistan,2024,Pakistan,,,1,Government College University Faisalabad
2-s2.0-85193996019,"Arshad, R.","National Busines School, The University of Faisalabad, Faisalabad, Punjab, Pakistan",Impact of behavioral biases on investment decisions and the moderation effect of financial literacy; an evidence of Pakistan,2024,Pakistan,741-750,,2,The University of Faisalabad
2-s2.0-85193996019,"Khan, S.","Department of Economics and Finance, University of Ha'il, Ha'il, Ha'il, Saudi Arabia",Impact of behavioral biases on investment decisions and the moderation effect of financial literacy; an evidence of Pakistan,2024,Saudi Arabia,801-850,,3,University of Ha'il
2-s2.0-85193996019,"Afzal, A.","Department of Agricultural Economics, PMAS-Arid Agriculture University Rawalpindi, Rawalpindi, Punjab, Pakistan",Impact of behavioral biases on investment decisions and the moderation effect of financial literacy; an evidence of Pakistan,2024,Pakistan,741-750,,4,PMAS-Arid Agriculture University
2-s2.0-85192497316,"Kustiandi, J.","Faculty of Education, Universiti Kebangsaan Malaysia, Bangi, Selangor, Malaysia","Empowering students: Unleashing the impact of economic literacy and family education on economic decision-making, with a focus on economic rationality",2024,Malaysia,=159,,1,Universiti Kebangsaan Malaysia
2-s2.0-85191164666,"Nutassey, V.A.","Department of Finance, Catholic University of Ghana, Sunyani, Ghana",Financial literacy induced financial well-being in Ghana: Does financial inclusion mediate?,2024,Ghana,951-1000,,1,Catholic University of Ghana
2-s2.0-85191164666,"Frimpong, S.","Department of Finance, University of Cape Coast Ghana, Cape Coast, Ghana",Financial literacy induced financial well-being in Ghana: Does financial inclusion mediate?,2024,Ghana,951-1000,,2,University of Cape Coast
2-s2.0-85190724407,"Zhang, P.","Business School of Sichuan University, Chengdu, Sichuan, China",The effect of childhood socioeconomic status on youth investment risk tolerance: Based on the life history theory perspective,2024,China,=355,,1,Sichuan University
2-s2.0-85190724407,"Wang, J.","School of Economics and Management, Dalian University of Technology, Dalian, Liaoning, China",The effect of childhood socioeconomic status on youth investment risk tolerance: Based on the life history theory perspective,2024,China,,341,2,Dalian University of Technology
2-s2.0-85190724407,"Guo, G.","Shantou University Business School, Shantou, Guangdong, China",The effect of childhood socioeconomic status on youth investment risk tolerance: Based on the life history theory perspective,2024,China,,,3,Shantou University
2-s2.0-85189661636,"Lei, J.","School of Finance, Zhongnan University of Economics and Law, Wuhan, Hubei, China",Bank competition and household informal credit,2024,China,,,1,Zhongnan University of Economics and Law
2-s2.0-85189661636,"Bai, Y.","School of Business and Public Administration, University of the District of Columbia, Washington, D.C., DC, United States",Bank competition and household informal credit,2024,United States,23,,2,University of the District of Columbia
2-s2.0-85189661636,"Kong, D.","Huazhong University of Science and Technology, Wuhan, Hubei, China",Bank competition and household informal credit,2024,China,275,,3,Huazhong University of Science and Technology
2-s2.0-85189077502,"Izadi, B.","Department of Physical Education, University of Kurdistan, Sanandaj, Kurdistan, Iran",Examining school nutrition policies and their effect on the promotion of low-nutrient foods in the context of sports advertising,2024,Iran,,,1,University of Kurdistan
2-s2.0-85188935455,"Conroy, A.A.","UCSF School of Medicine, San Francisco, CA, United States",Pilot Trial Results of Mlambe: An Economic and Relationship-Strengthening Intervention to Address Heavy Drinking and Adherence to Antiretroviral Therapy in Malawi,2024,United States,1201-1400,,1,UCSF
2-s2.0-85188935455,"Hahn, J.A.","Department of Health Behavior and Biological Sciences, University of Michigan School of Nursing, Ann Arbor, MI, United States",Pilot Trial Results of Mlambe: An Economic and Relationship-Strengthening Intervention to Address Heavy Drinking and Adherence to Antiretroviral Therapy in Malawi,2024,United States,33,,2,University of Michigan
2-s2.0-85188935455,"Neilands, T.B.","Invest in Knowledge, Zomba, Malawi",Pilot Trial Results of Mlambe: An Economic and Relationship-Strengthening Intervention to Address Heavy Drinking and Adherence to Antiretroviral Therapy in Malawi,2024,Malawi,,,3,"Zomba University (Assuming it's a university based on ""Invest in Knowledge"" context)
Or
NA (If 'Zomba' is not a university name)"
2-s2.0-85188935455,"Darbes, L.A.","Washington University in St. Louis, George Warren Brown School of Social Work, St. Louis, MO, United States",Pilot Trial Results of Mlambe: An Economic and Relationship-Strengthening Intervention to Address Heavy Drinking and Adherence to Antiretroviral Therapy in Malawi,2024,United States,=73,,4,Washington University
2-s2.0-85186261786,"Chen, F.","University of International Business and Economics, Beijing, China",Financial knowledge and responsible credit card behavior: exploring mediators and moderators,2024,China,1201-1400,Top 9%,1,University of International Business and Economics
2-s2.0-85186261786,"Jiang, G.","School of International Trade and Economics, University of International Business and Economics, Beijing, China",Financial knowledge and responsible credit card behavior: exploring mediators and moderators,2024,China,,,2,University of International Business and Economics
2-s2.0-85177592351,"O'Neal, C.W.","Department of Human Development and Family Science, University of Georgia, Athens, GA, United States","Translating discovery science: Delivering online, asynchronous financial education to service members at career and personal life transitions",2024,United States,=514,,1,University of Georgia
2-s2.0-85177592351,"Lucier-Greer, M.","Department of Human Development and Family Science, Auburn University, Auburn, AL, United States","Translating discovery science: Delivering online, asynchronous financial education to service members at career and personal life transitions",2024,United States,801-850,,2,Auburn University
2-s2.0-85173649514,"Russell, K.N.","Jack, Joseph and Morton Mandel School of Applied Social Sciences, Cleveland, OH, United States","Exploring low-income, Black fathers' strengths and barriers to positive change using qualitative methods",2024,United States,,,1,Mandel School of Applied Social Sciences
2-s2.0-85173461557,"Rijssegem, L.","Universiteit Gent, Ghent, VOV, Belgium",Founder's Financial Knowledge and the New Firm's Ability to Obtain Debt Financing,2024,Belgium,,,1,Universiteit Gent
2-s2.0-85173461557,"Paeleman, I.","Universiteit Antwerpen, Antwerpen, VAN, Belgium",Founder's Financial Knowledge and the New Firm's Ability to Obtain Debt Financing,2024,Belgium,,,2,Universiteit Antwerpen
