2026-02-05 18:47:12,784 - INFO - Loading CSV from output_with_qs_match.csv
2026-02-05 18:47:12,841 - INFO - Processing 19706 authors starting from row 0
2026-02-05 18:51:58,890 - INFO - Row 1081/19706: Searching for Porzak, R.
2026-02-05 18:51:59,095 - ERROR - Error searching for title 'Language and Gender Differences in Financial Literacy: The Role of Feminized, Masculinized, and Neutral Question Phrasing': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3ALanguage+and+Gender+Differences+in+Financial+Literacy%3A+The+Role+of+Feminized%2C+Masculinized%2C+and+Neutral+Question+Phrasing&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:51:59,096 - INFO - Row 1082/19706: Searching for Weziak–Bialowolska, D.
2026-02-05 18:51:59,311 - ERROR - Error searching for title 'Language and Gender Differences in Financial Literacy: The Role of Feminized, Masculinized, and Neutral Question Phrasing': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3ALanguage+and+Gender+Differences+in+Financial+Literacy%3A+The+Role+of+Feminized%2C+Masculinized%2C+and+Neutral+Question+Phrasing&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:51:59,312 - INFO - Row 1083/19706: Searching for Xia, C.
2026-02-05 18:51:59,520 - ERROR - Error searching for title 'Pension system reform, financial security, and the well-being of the elderly population: An analysis based on CSS data': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3APension+system+reform%2C+financial+security%2C+and+the+well-being+of+the+elderly+population%3A+An+analysis+based+on+CSS+data&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:51:59,521 - INFO - Row 1084/19706: Searching for He, Y.
2026-02-05 18:51:59,718 - ERROR - Error searching for title 'Pension system reform, financial security, and the well-being of the elderly population: An analysis based on CSS data': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3APension+system+reform%2C+financial+security%2C+and+the+well-being+of+the+elderly+population%3A+An+analysis+based+on+CSS+data&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:51:59,719 - INFO - Row 1085/19706: Searching for Heng, Y.
2026-02-05 18:51:59,912 - ERROR - Error searching for title 'Pension system reform, financial security, and the well-being of the elderly population: An analysis based on CSS data': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3APension+system+reform%2C+financial+security%2C+and+the+well-being+of+the+elderly+population%3A+An+analysis+based+on+CSS+data&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:51:59,913 - INFO - Row 1086/19706: Searching for Kang, K.
2026-02-05 18:52:00,324 - ERROR - Error searching for title 'Pension system reform, financial security, and the well-being of the elderly population: An analysis based on CSS data': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3APension+system+reform%2C+financial+security%2C+and+the+well-being+of+the+elderly+population%3A+An+analysis+based+on+CSS+data&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:00,325 - INFO - Row 1087/19706: Searching for Korczak, D.
2026-02-05 18:52:00,547 - INFO - Row 1088/19706: Searching for Pauls, T.
2026-02-05 18:52:00,797 - INFO - Row 1089/19706: Searching for Laudi, M.
2026-02-05 18:52:01,054 - INFO - Row 1090/19706: Searching for Fang, Y.
2026-02-05 18:52:01,296 - INFO - Row 1091/19706: Searching for Zeng, W.
2026-02-05 18:52:01,861 - INFO - Row 1092/19706: Searching for Zhang, X.
2026-02-05 18:52:02,134 - INFO - Row 1093/19706: Searching for Sun, W.
2026-02-05 18:52:02,389 - INFO - Row 1094/19706: Searching for Matsuoka, T.
2026-02-05 18:52:02,648 - INFO - Row 1095/19706: Searching for Guan, F.
2026-02-05 18:52:02,932 - INFO - Row 1096/19706: Searching for Aftab, R.
2026-02-05 18:52:03,201 - INFO - Row 1097/19706: Searching for Cevik, S.
2026-02-05 18:52:03,445 - INFO - Row 1098/19706: Searching for Cheng, B.
2026-02-05 18:52:03,686 - INFO - Row 1099/19706: Searching for Li, T.
2026-02-05 18:52:03,928 - INFO - Row 1100/19706: Searching for van der Cruijsen, C.
2026-02-05 18:52:04,276 - INFO - Checkpoint: Saved progress at row 1100
2026-02-05 18:52:04,277 - INFO - Row 1101/19706: Searching for Broekhoff, M.-C.
2026-02-05 18:52:04,511 - INFO - Row 1102/19706: Searching for Knoben, J.
2026-02-05 18:52:04,741 - INFO - Row 1103/19706: Searching for Aristei, D.
2026-02-05 18:52:04,991 - INFO - Row 1104/19706: Searching for Manuela Gallo, M.
2026-02-05 18:52:05,226 - INFO - Row 1105/19706: Searching for Medyanik, O.V.
2026-02-05 18:52:05,439 - INFO - Row 1106/19706: Searching for Shoshina, I.I.
2026-02-05 18:52:05,680 - INFO - Row 1107/19706: Searching for Legostaeva, N.I.
2026-02-05 18:52:05,912 - INFO - Row 1108/19706: Searching for Medyanik, S.I.
2026-02-05 18:52:06,145 - INFO - Row 1109/19706: Searching for Lin, K.-L.
2026-02-05 18:52:06,403 - INFO - Row 1110/19706: Searching for Khin, A.-A.
2026-02-05 18:52:06,630 - INFO - Row 1111/19706: Searching for Munawar, A.
2026-02-05 18:52:06,849 - INFO - Row 1112/19706: Searching for Sus, T.
2026-02-05 18:52:07,085 - INFO - Row 1113/19706: Searching for Yemets, O.
2026-02-05 18:52:07,332 - INFO - Row 1114/19706: Searching for Tsiupa, O.
2026-02-05 18:52:07,599 - INFO - Row 1115/19706: Searching for Nhan, N.T.T.
2026-02-05 18:52:08,003 - INFO - Row 1116/19706: Searching for Thanh, N.T.K.
2026-02-05 18:52:08,228 - INFO - Row 1117/19706: Searching for Huong, P.T.
2026-02-05 18:52:08,470 - INFO - Row 1118/19706: Searching for Hung, P.H.
2026-02-05 18:52:08,691 - INFO - Row 1119/19706: Searching for Kolisnichenko, P.
2026-02-05 18:52:09,232 - INFO - Row 1120/19706: Searching for Ahmad, S.A.
2026-02-05 18:52:09,482 - INFO - Row 1121/19706: Searching for Adesina-Uthman, G.A.
2026-02-05 18:52:09,693 - INFO - Row 1122/19706: Searching for Pertiwi, T.D.
2026-02-05 18:52:09,883 - ERROR - Error searching for title 'BUILDING FAMILY FINANCIAL WELL-BEING: AN ANALYSIS OF THE ROLE OF SAKINAH FINANCE ON BEHAVIOUR, FINANCIAL LITERACY, AND FINANCIAL EXPERIENCE IN COASTAL AND URBAN AREAS IN INDONESIA': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3ABUILDING+FAMILY+FINANCIAL+WELL-BEING%3A+AN+ANALYSIS+OF+THE+ROLE+OF+SAKINAH+FINANCE+ON+BEHAVIOUR%2C+FINANCIAL+LITERACY%2C+AND+FINANCIAL+EXPERIENCE+IN+COASTAL+AND+URBAN+AREAS+IN+INDONESIA&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:09,884 - INFO - Row 1123/19706: Searching for Pavón Cuéllar, L.I.
2026-02-05 18:52:10,154 - INFO - Row 1124/19706: Searching for Martins, J.
2026-02-05 18:52:10,461 - INFO - Row 1125/19706: Searching for Gomes, L.
2026-02-05 18:52:10,702 - INFO - Row 1126/19706: Searching for Sakanko, M.A.
2026-02-05 18:52:10,920 - INFO - Row 1127/19706: Searching for Abu, N.
2026-02-05 18:52:11,147 - INFO - Row 1128/19706: Searching for Gamal, A.A.M.
2026-02-05 18:52:11,690 - INFO - Row 1129/19706: Searching for Mohammed, S.R.
2026-02-05 18:52:11,924 - INFO - Row 1130/19706: Searching for Dewi, V.I.
2026-02-05 18:52:12,156 - INFO - Row 1131/19706: Searching for Dharwiyanti, S.
2026-02-05 18:52:12,612 - INFO - Row 1132/19706: Searching for Galván-Mendoza, O.
2026-02-05 18:52:12,920 - INFO - Row 1133/19706: Searching for Arroyo-Arcos, L.
2026-02-05 18:52:13,226 - INFO - Row 1134/19706: Searching for Sánchez-Limón, M.L.
2026-02-05 18:52:13,474 - INFO - Row 1135/19706: Searching for Savithri, M.
2026-02-05 18:52:13,841 - INFO - Row 1136/19706: Searching for Rajakumari, D.
2026-02-05 18:52:14,116 - INFO - Row 1137/19706: Searching for Al-Sabah, M.
2026-02-05 18:52:14,761 - INFO - Row 1138/19706: Searching for Alsaber, A.
2026-02-05 18:52:15,007 - INFO - Row 1139/19706: Searching for AlReshaid, F.
2026-02-05 18:52:15,247 - INFO - Row 1140/19706: Searching for Moharrak, M.
2026-02-05 18:52:15,494 - INFO - Row 1141/19706: Searching for Boresli, N.
2026-02-05 18:52:15,746 - INFO - Row 1142/19706: Searching for Santos, A.
2026-02-05 18:52:15,963 - INFO - Row 1143/19706: Searching for Freitas, C.
2026-02-05 18:52:16,218 - INFO - Row 1144/19706: Searching for Bala, P.
2026-02-05 18:52:16,608 - INFO - Row 1145/19706: Searching for Srivastava, S.
2026-02-05 18:52:16,829 - ERROR - Error searching for title 'Women, work, and equity: A critical study of entrepreneurship challenges and opportunities in India': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AWomen%2C+work%2C+and+equity%3A+A+critical+study+of+entrepreneurship+challenges+and+opportunities+in+India&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:16,830 - INFO - Row 1146/19706: Searching for Supramono, S.
2026-02-05 18:52:17,220 - INFO - Row 1147/19706: Searching for Rizky Widya Mardika, D.R.W.
2026-02-05 18:52:17,503 - INFO - Row 1148/19706: Searching for del Rosario Lagunes Hernández, A.
2026-02-05 18:52:17,758 - INFO - Row 1149/19706: Searching for García-Aquino, Á.
2026-02-05 18:52:18,005 - INFO - Row 1150/19706: Searching for García-Santillán, A.
2026-02-05 18:52:18,242 - INFO - Row 1151/19706: Searching for Molchanova, V.S.
2026-02-05 18:52:18,756 - INFO - Row 1152/19706: Searching for Singh, S.
2026-02-05 18:52:19,024 - INFO - Row 1153/19706: Searching for Chakraborty, A.
2026-02-05 18:52:19,369 - INFO - Row 1154/19706: Searching for Bhatia, R.
2026-02-05 18:52:19,610 - INFO - Row 1155/19706: Searching for Hussain, S.
2026-02-05 18:52:19,844 - INFO - Row 1156/19706: Searching for Gupta, S.
2026-02-05 18:52:20,063 - INFO - Row 1157/19706: Searching for Sun, J.K.
2026-02-05 18:52:20,293 - INFO - Row 1158/19706: Searching for Zhang, D.
2026-02-05 18:52:20,529 - INFO - Row 1159/19706: Searching for Luan, X.
2026-02-05 18:52:20,908 - INFO - Row 1160/19706: Searching for Jin, W.
2026-02-05 18:52:21,215 - INFO - Row 1161/19706: Searching for Okello Candiya Bongomin, G.
2026-02-05 18:52:21,464 - INFO - Row 1162/19706: Searching for Chrysostome, E.
2026-02-05 18:52:21,706 - INFO - Row 1163/19706: Searching for Nkongolo-Bakenda, J.M.
2026-02-05 18:52:21,941 - INFO - Row 1164/19706: Searching for Yourougou, P.
2026-02-05 18:52:22,156 - INFO - Row 1165/19706: Searching for Tarazona-Romero, B.E.
2026-02-05 18:52:22,411 - INFO - Row 1166/19706: Searching for Meneses-Jácome, A.
2026-02-05 18:52:22,646 - INFO - Row 1167/19706: Searching for Muñoz-Maldonado, Y.A.
2026-02-05 18:52:23,055 - INFO - Row 1168/19706: Searching for Yadav, M.
2026-02-05 18:52:23,270 - ERROR - Error searching for title 'Structural equation modelling approach to the linkage of financial attitude, financial behavior, and financial knowledge towards digital financial literacy': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AStructural+equation+modelling+approach+to+the+linkage+of+financial+attitude%2C+financial+behavior%2C+and+financial+knowledge+towards+digital+financial+literacy&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:23,272 - INFO - Row 1169/19706: Searching for Kathuria, A.
2026-02-05 18:52:23,475 - ERROR - Error searching for title 'Structural equation modelling approach to the linkage of financial attitude, financial behavior, and financial knowledge towards digital financial literacy': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AStructural+equation+modelling+approach+to+the+linkage+of+financial+attitude%2C+financial+behavior%2C+and+financial+knowledge+towards+digital+financial+literacy&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:23,476 - INFO - Row 1170/19706: Searching for Jain, K.
2026-02-05 18:52:23,709 - INFO - Row 1171/19706: Searching for Anjaly, B.
2026-02-05 18:52:23,940 - INFO - Row 1172/19706: Searching for Mohanty, S.P.
2026-02-05 18:52:24,186 - INFO - Row 1173/19706: Searching for Utami, A.S.
2026-02-05 18:52:24,441 - INFO - Row 1174/19706: Searching for Johan, J.
2026-02-05 18:52:24,679 - INFO - Row 1175/19706: Searching for Slamet, A.
2026-02-05 18:52:24,928 - INFO - Row 1176/19706: Searching for Salam, S.
2026-02-05 18:52:25,184 - INFO - Row 1177/19706: Searching for Hasyim, B.
2026-02-05 18:52:25,428 - INFO - Row 1178/19706: Searching for Sengupta, S.
2026-02-05 18:52:25,659 - INFO - Row 1179/19706: Searching for Mundi, H.S.
2026-02-05 18:52:25,890 - INFO - Row 1180/19706: Searching for Suaidi, S.
2026-02-05 18:52:26,119 - INFO - Row 1181/19706: Searching for Mun'im, Z.
2026-02-05 18:52:26,348 - INFO - Row 1182/19706: Searching for Astuti, S.D.
2026-02-05 18:52:26,604 - INFO - Row 1183/19706: Searching for Riyadi, I.
2026-02-05 18:52:26,836 - INFO - Row 1184/19706: Searching for Khabibah, S.
2026-02-05 18:52:27,079 - INFO - Row 1185/19706: Searching for Huda, N.
2026-02-05 18:52:27,664 - INFO - Row 1186/19706: Searching for Bialowolski, P.
2026-02-05 18:52:27,973 - INFO - Row 1187/19706: Searching for Cwynar, A.
2026-02-05 18:52:28,215 - INFO - Row 1188/19706: Searching for Weziak–Bialowolska, D.
2026-02-05 18:52:28,446 - INFO - Row 1189/19706: Searching for Prakitsuwan, P.
2026-02-05 18:52:28,715 - INFO - Row 1190/19706: Searching for Mathur, A.
2026-02-05 18:52:29,014 - INFO - Row 1191/19706: Searching for Islam, K.J.
2026-02-05 18:52:29,247 - INFO - Row 1192/19706: Searching for Broihanne, M.-H.
2026-02-05 18:52:29,488 - INFO - Row 1193/19706: Searching for Young, J.H.
2026-02-05 18:52:29,677 - ERROR - Error searching for title 'The intermix of affect, perception and familism in African American financial well-being': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AThe+intermix+of+affect%2C+perception+and+familism+in+African+American+financial+well-being&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:29,678 - INFO - Row 1194/19706: Searching for AlSuwaidi, R.
2026-02-05 18:52:29,915 - INFO - Row 1195/19706: Searching for Zamberi Bin Ahmad, S.Z.
2026-02-05 18:52:30,169 - INFO - Row 1196/19706: Searching for Khalid, K.
2026-02-05 18:52:30,403 - INFO - Row 1197/19706: Searching for Hansen, T.
2026-02-05 18:52:30,624 - INFO - Row 1198/19706: Searching for Ang, C.-S.
2026-02-05 18:52:31,044 - INFO - Row 1199/19706: Searching for Lv, Y.
2026-02-05 18:52:31,291 - INFO - Row 1200/19706: Searching for Elgeka, H.W.S.
2026-02-05 18:52:31,655 - INFO - Checkpoint: Saved progress at row 1200
2026-02-05 18:52:31,655 - INFO - Row 1201/19706: Searching for Riyani, Y.
2026-02-05 18:52:31,882 - ERROR - Error searching for title 'Analysis of Financial Literacy Levels in Generations Baby Boomers, X, Y, and Z Small Traders': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AAnalysis+of+Financial+Literacy+Levels+in+Generations+Baby+Boomers%2C+X%2C+Y%2C+and+Z+Small+Traders&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:31,882 - INFO - Row 1202/19706: Searching for Mardiah, K.
2026-02-05 18:52:32,097 - ERROR - Error searching for title 'Analysis of Financial Literacy Levels in Generations Baby Boomers, X, Y, and Z Small Traders': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AAnalysis+of+Financial+Literacy+Levels+in+Generations+Baby+Boomers%2C+X%2C+Y%2C+and+Z+Small+Traders&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:32,098 - INFO - Row 1203/19706: Searching for Ghosh, R.
2026-02-05 18:52:32,304 - ERROR - Error searching for title 'As investors sow, can they reap? Examining the moderating effect of investment opportunity on the relationship between financial literacy and investment decision': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AAs+investors+sow%2C+can+they+reap%3F+Examining+the+moderating+effect+of+investment+opportunity+on+the+relationship+between+financial+literacy+and+investment+decision&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:32,305 - INFO - Row 1204/19706: Searching for Agarwal, M.
2026-02-05 18:52:32,561 - INFO - Row 1205/19706: Searching for Gautam, A.
2026-02-05 18:52:32,804 - INFO - Row 1206/19706: Searching for Agarwal, K.K.
2026-02-05 18:52:33,044 - INFO - Row 1207/19706: Searching for Laljani, J.
2026-02-05 18:52:33,266 - INFO - Row 1208/19706: Searching for Popoola, T.
2026-02-05 18:52:33,515 - INFO - Row 1209/19706: Searching for Purwoto, L.
2026-02-05 18:52:33,741 - INFO - Row 1210/19706: Searching for Rahmawati, C.H.T.
2026-02-05 18:52:33,974 - INFO - Row 1211/19706: Searching for Rahayu, T.
2026-02-05 18:52:34,211 - INFO - Row 1212/19706: Searching for da Cunha Duarte, P.
2026-02-05 18:52:34,420 - ERROR - Error searching for title 'Digital financial inclusion and women: a case study of Pix, the Brazilian instant payment system': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3ADigital+financial+inclusion+and+women%3A+a+case+study+of+Pix%2C+the+Brazilian+instant+payment+system&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:34,421 - INFO - Row 1213/19706: Searching for Ahmad, Z.
2026-02-05 18:52:34,998 - INFO - Row 1214/19706: Searching for Cano, A.
2026-02-05 18:52:35,267 - INFO - Row 1215/19706: Searching for Castro-Campos, B.
2026-02-05 18:52:35,495 - INFO - Row 1216/19706: Searching for Twyford, E.
2026-02-05 18:52:35,722 - INFO - Row 1217/19706: Searching for Rowe, R.
2026-02-05 18:52:35,942 - INFO - Row 1218/19706: Searching for Andrew, J.
2026-02-05 18:52:36,158 - INFO - Row 1219/19706: Searching for Nocito, S.
2026-02-05 18:52:36,391 - INFO - Row 1220/19706: Searching for Venturini, A.
2026-02-05 18:52:36,628 - INFO - Row 1221/19706: Searching for Usman, B.
2026-02-05 18:52:37,188 - INFO - Row 1222/19706: Searching for Rianto, H.
2026-02-05 18:52:37,461 - INFO - Row 1223/19706: Searching for Lupez, E.L.
2026-02-05 18:52:37,689 - ERROR - Error searching for title 'Cross-Sectional Evaluation of State-Level Protections, Medical Debt, and Deferred Care Among Sexual and Gender Minority People': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3ACross-Sectional+Evaluation+of+State-Level+Protections%2C+Medical+Debt%2C+and+Deferred+Care+Among+Sexual+and+Gender+Minority+People&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:37,690 - INFO - Row 1224/19706: Searching for Woolhandler, S.
2026-02-05 18:52:37,914 - ERROR - Error searching for title 'Cross-Sectional Evaluation of State-Level Protections, Medical Debt, and Deferred Care Among Sexual and Gender Minority People': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3ACross-Sectional+Evaluation+of+State-Level+Protections%2C+Medical+Debt%2C+and+Deferred+Care+Among+Sexual+and+Gender+Minority+People&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:37,915 - INFO - Row 1225/19706: Searching for Himmelstein, D.U.
2026-02-05 18:52:38,155 - ERROR - Error searching for title 'Cross-Sectional Evaluation of State-Level Protections, Medical Debt, and Deferred Care Among Sexual and Gender Minority People': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3ACross-Sectional+Evaluation+of+State-Level+Protections%2C+Medical+Debt%2C+and+Deferred+Care+Among+Sexual+and+Gender+Minority+People&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:38,156 - INFO - Row 1226/19706: Searching for Dickman, S.
2026-02-05 18:52:38,391 - ERROR - Error searching for title 'Cross-Sectional Evaluation of State-Level Protections, Medical Debt, and Deferred Care Among Sexual and Gender Minority People': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3ACross-Sectional+Evaluation+of+State-Level+Protections%2C+Medical+Debt%2C+and+Deferred+Care+Among+Sexual+and+Gender+Minority+People&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:38,392 - INFO - Row 1227/19706: Searching for Schrier, E.
2026-02-05 18:52:38,589 - ERROR - Error searching for title 'Cross-Sectional Evaluation of State-Level Protections, Medical Debt, and Deferred Care Among Sexual and Gender Minority People': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3ACross-Sectional+Evaluation+of+State-Level+Protections%2C+Medical+Debt%2C+and+Deferred+Care+Among+Sexual+and+Gender+Minority+People&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:38,591 - INFO - Row 1228/19706: Searching for Azaroff, L.S.
2026-02-05 18:52:38,809 - ERROR - Error searching for title 'Cross-Sectional Evaluation of State-Level Protections, Medical Debt, and Deferred Care Among Sexual and Gender Minority People': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3ACross-Sectional+Evaluation+of+State-Level+Protections%2C+Medical+Debt%2C+and+Deferred+Care+Among+Sexual+and+Gender+Minority+People&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:38,810 - INFO - Row 1229/19706: Searching for Cai, C.
2026-02-05 18:52:39,044 - ERROR - Error searching for title 'Cross-Sectional Evaluation of State-Level Protections, Medical Debt, and Deferred Care Among Sexual and Gender Minority People': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3ACross-Sectional+Evaluation+of+State-Level+Protections%2C+Medical+Debt%2C+and+Deferred+Care+Among+Sexual+and+Gender+Minority+People&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:39,045 - INFO - Row 1230/19706: Searching for Sarma, M.
2026-02-05 18:52:39,374 - INFO - Row 1231/19706: Searching for Li, X.
2026-02-05 18:52:39,590 - ERROR - Error searching for title 'Practicing Money Management Makes Things Better: Healthy Financial Behaviors Attenuates Associations among Insecure Attachment, Economic Abuse Victimization, and Hopelessness': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3APracticing+Money+Management+Makes+Things+Better%3A+Healthy+Financial+Behaviors+Attenuates+Associations+among+Insecure+Attachment%2C+Economic+Abuse+Victimization%2C+and+Hopelessness&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:39,591 - INFO - Row 1232/19706: Searching for Khan, M.A.
2026-02-05 18:52:39,811 - ERROR - Error searching for title 'Practicing Money Management Makes Things Better: Healthy Financial Behaviors Attenuates Associations among Insecure Attachment, Economic Abuse Victimization, and Hopelessness': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3APracticing+Money+Management+Makes+Things+Better%3A+Healthy+Financial+Behaviors+Attenuates+Associations+among+Insecure+Attachment%2C+Economic+Abuse+Victimization%2C+and+Hopelessness&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:39,812 - INFO - Row 1233/19706: Searching for Zhu, A.Y.F.
2026-02-05 18:52:40,057 - INFO - Row 1234/19706: Searching for Javed, F.
2026-02-05 18:52:40,295 - INFO - Row 1235/19706: Searching for Ahmed, Z.U.
2026-02-05 18:52:40,519 - INFO - Row 1236/19706: Searching for Jiang, T.
2026-02-05 18:52:40,779 - INFO - Row 1237/19706: Searching for Martino, R.
2026-02-05 18:52:41,037 - INFO - Row 1238/19706: Searching for Torrecillas, M.J.M.
2026-02-05 18:52:41,268 - INFO - Row 1239/19706: Searching for You, S.
2026-02-05 18:52:41,519 - INFO - Row 1240/19706: Searching for Li, J.
2026-02-05 18:52:41,751 - INFO - Row 1241/19706: Searching for Madeira, C.
2026-02-05 18:52:41,991 - INFO - Row 1242/19706: Searching for Wiley, K.
2026-02-05 18:52:42,206 - ERROR - Error searching for title '‘This is How you Will Make It’: Mothers, Othermothers, and Black Women’s Family Financial Socialization': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3A%E2%80%98This+is+How+you+Will+Make+It%E2%80%99%3A+Mothers%2C+Othermothers%2C+and+Black+Women%E2%80%99s+Family+Financial+Socialization&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 18:52:42,207 - INFO - Row 1243/19706: Searching for Weiss-Cohen, L.
2026-02-05 18:52:42,454 - INFO - Row 1244/19706: Searching for Newall, P.
2026-02-05 18:52:42,690 - INFO - Row 1245/19706: Searching for Bart, Y.
2026-02-05 18:52:42,930 - INFO - Row 1246/19706: Searching for Zloteanu, M.
2026-02-05 18:52:43,334 - INFO - Row 1247/19706: Searching for Peacey, M.
2026-02-05 18:52:43,579 - INFO - Row 1248/19706: Searching for Haque, M.I.
2026-02-05 18:52:43,799 - INFO - Row 1249/19706: Searching for Kumar, V.
2026-02-05 18:52:44,032 - INFO - Row 1250/19706: Searching for Musnadi, S.
2026-02-05 18:52:44,275 - INFO - Row 1251/19706: Searching for Sofyan
2026-02-05 18:52:44,512 - INFO - Row 1252/19706: Searching for Zuraida
2026-02-05 18:52:44,766 - INFO - Row 1253/19706: Searching for Dingankar, S.
2026-02-05 18:52:45,003 - INFO - Row 1254/19706: Searching for Dixit, R.
2026-02-05 18:52:45,252 - INFO - Row 1255/19706: Searching for Jadhav, K.D.
2026-02-05 18:52:45,490 - INFO - Row 1256/19706: Searching for Bathla, G.
2026-02-05 18:52:45,709 - INFO - Row 1257/19706: Searching for Rane, M.E.
2026-02-05 18:52:46,053 - INFO - Row 1258/19706: Searching for Verma, A.
2026-02-05 18:52:46,298 - INFO - Row 1259/19706: Searching for Divakaran, P.
2026-02-05 18:52:46,524 - INFO - Row 1260/19706: Searching for Alvi, S.A.M.
2026-02-05 18:52:46,787 - INFO - Row 1261/19706: Searching for Tandon, N.
2026-02-05 18:52:47,036 - INFO - Row 1262/19706: Searching for Murth, D.N.
2026-02-05 18:52:47,326 - INFO - Row 1263/19706: Searching for Bhole, M.K.
2026-02-05 18:52:47,633 - INFO - Row 1264/19706: Searching for Anggono, n.
2026-02-05 18:52:47,890 - INFO - Row 1265/19706: Searching for Herliani, R.
2026-02-05 18:52:48,135 - INFO - Row 1266/19706: Searching for Nasution, S.A.
2026-02-05 18:52:48,379 - INFO - Row 1267/19706: Searching for Teng, S.H.
2026-02-05 18:52:48,624 - INFO - Row 1268/19706: Searching for San Martín, E.S.
